Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested
ORD074685,CUST5286,Blinkit,2025-10-12 22:29:30,26,Fruits & Vegetables,505,Wrong item delivered.,1,No,Yes
ORD074690,CUST9534,Swiggy Instamart,2025-10-12 00:29:30,15,Personal Care,1018,"Horrible experience, never ordering again.",1,No,Yes
ORD074692,CUST4682,JioMart,2025-10-12 06:29:30,29,Snacks,418,Delivery person was rude.,2,No,Yes
ORD074693,CUST2996,Swiggy Instamart,2025-10-12 21:29:30,40,Grocery,466,Delivery person was rude.,2,No,Yes
ORD074694,CUST6205,JioMart,2025-10-12 07:29:30,39,Personal Care,1586,"Fast delivery, great service!",5,No,No
ORD074699,CUST4965,Blinkit,2025-10-12 09:29:30,13,Snacks,230,"Easy to order, loved it!",5,No,No
ORD074700,CUST4994,JioMart,2025-10-12 08:29:30,25,Personal Care,833,"Easy to order, loved it!",5,No,No
ORD074701,CUST2897,Swiggy Instamart,2025-10-12 04:29:30,26,Personal Care,251,Quick and reliable!,5,No,No
ORD074704,CUST6773,JioMart,2025-10-12 23:29:30,38,Fruits & Vegetables,439,Excellent experience!,5,No,No
ORD074705,CUST5545,JioMart,2025-10-12 05:29:30,43,Personal Care,424,Good quality products.,4,Yes,No
ORD074706,CUST6161,Swiggy Instamart,2025-10-12 15:29:30,36,Beverages,728,Good quality products.,4,No,No
ORD074707,CUST5604,Swiggy Instamart,2025-10-12 21:29:30,25,Fruits & Vegetables,495,"Not fresh, disappointed.",2,No,Yes
ORD074708,CUST9847,Blinkit,2025-10-12 06:29:30,17,Snacks,192,"Very late delivery, not happy.",2,No,Yes
ORD074709,CUST1389,JioMart,2025-10-12 16:29:30,40,Beverages,292,"Not fresh, disappointed.",2,No,Yes
ORD074714,CUST3148,JioMart,2025-10-12 10:29:30,22,Fruits & Vegetables,326,Quick and reliable!,5,No,No
ORD074715,CUST9104,Blinkit,2025-10-12 15:29:30,27,Personal Care,706,"Fast delivery, great service!",5,No,No
ORD074719,CUST1974,Swiggy Instamart,2025-10-12 10:29:30,15,Beverages,421,"Horrible experience, never ordering again.",1,No,Yes
ORD074725,CUST4114,Blinkit,2025-10-12 18:29:30,22,Beverages,970,"Not fresh, disappointed.",2,No,Yes
ORD074726,CUST4597,JioMart,2025-10-12 10:29:30,20,Snacks,476,Packaging could be better.,3,No,No
ORD074727,CUST1352,Swiggy Instamart,2025-10-12 00:29:30,19,Beverages,798,"Easy to order, loved it!",5,No,No
ORD074734,CUST1218,Swiggy Instamart,2025-10-12 16:29:30,36,Fruits & Vegetables,331,Very satisfied with the service.,5,No,No
ORD074737,CUST9359,Swiggy Instamart,2025-10-12 23:29:30,31,Fruits & Vegetables,619,Good quality products.,4,No,No
ORD074738,CUST5629,Blinkit,2025-10-12 23:29:30,30,Personal Care,865,"Fast delivery, great service!",5,No,No
ORD074742,CUST4384,Blinkit,2025-10-12 14:29:30,45,Fruits & Vegetables,79,Good quality products.,4,Yes,No
ORD074745,CUST9429,JioMart,2025-10-12 12:29:30,54,Beverages,774,"Easy to order, loved it!",5,Yes,No
ORD074747,CUST8322,Swiggy Instamart,2025-10-12 14:29:30,27,Snacks,466,"Horrible experience, never ordering again.",1,No,Yes
ORD074748,CUST6222,Swiggy Instamart,2025-10-12 04:29:30,14,Fruits & Vegetables,551,"Not fresh, disappointed.",2,No,Yes
ORD074752,CUST7180,Blinkit,2025-10-12 20:29:30,27,Fruits & Vegetables,616,Items missing from order.,2,No,Yes
ORD074754,CUST2406,Blinkit,2025-10-12 05:29:30,16,Beverages,829,Very satisfied with the service.,5,No,No
ORD074758,CUST2850,Swiggy Instamart,2025-10-12 19:29:30,38,Fruits & Vegetables,377,"Horrible experience, never ordering again.",1,No,Yes
ORD074759,CUST2948,JioMart,2025-10-12 15:29:30,42,Personal Care,1780,Good quality products.,4,Yes,No
ORD074761,CUST7764,Blinkit,2025-10-12 04:29:30,23,Dairy,751,"Easy to order, loved it!",5,No,No
ORD074762,CUST3836,JioMart,2025-10-12 19:29:30,5,Personal Care,1656,Quick and reliable!,5,No,No
ORD074765,CUST1705,JioMart,2025-10-12 10:29:30,18,Grocery,707,Good quality products.,4,No,No
ORD074768,CUST6227,Blinkit,2025-10-12 19:29:30,40,Snacks,345,Items missing from order.,2,No,Yes
ORD074770,CUST4968,Blinkit,2025-10-12 01:29:30,20,Beverages,220,"Easy to order, loved it!",5,No,No
ORD074771,CUST1768,Blinkit,2025-10-12 13:29:30,31,Snacks,327,Quick and reliable!,5,No,No
ORD074775,CUST3950,JioMart,2025-10-12 11:29:30,34,Beverages,718,Excellent experience!,5,No,No
ORD074776,CUST7674,JioMart,2025-10-12 18:29:30,16,Fruits & Vegetables,323,Delivery person was rude.,2,No,Yes
ORD074777,CUST5763,JioMart,2025-10-12 09:29:30,25,Grocery,1144,Good quality products.,4,No,No
ORD074779,CUST9051,JioMart,2025-10-12 00:29:30,23,Beverages,390,Good quality products.,4,No,No
ORD074780,CUST1271,JioMart,2025-10-12 14:29:30,30,Personal Care,226,"Fast delivery, great service!",5,No,No
ORD074786,CUST7190,JioMart,2025-10-12 07:29:30,19,Beverages,363,Wrong item delivered.,1,No,Yes
ORD074787,CUST3859,Blinkit,2025-10-12 00:29:30,35,Beverages,740,"Very late delivery, not happy.",2,No,Yes
ORD074794,CUST5194,Blinkit,2025-10-12 05:29:30,25,Personal Care,1124,Packaging could be better.,3,No,No
ORD074797,CUST7543,Swiggy Instamart,2025-10-12 19:29:30,28,Personal Care,1468,Packaging could be better.,3,No,No
ORD074798,CUST2687,JioMart,2025-10-12 00:29:30,27,Snacks,173,"Very late delivery, not happy.",2,No,Yes
ORD074801,CUST6820,Swiggy Instamart,2025-10-12 03:29:30,24,Fruits & Vegetables,70,"Easy to order, loved it!",5,No,No
ORD074803,CUST2878,JioMart,2025-10-12 01:29:30,37,Dairy,378,Delivery person was rude.,2,No,Yes
ORD074804,CUST1250,Swiggy Instamart,2025-10-12 08:29:30,40,Grocery,1221,Very satisfied with the service.,5,No,No
ORD074806,CUST6287,Swiggy Instamart,2025-10-12 03:29:30,19,Beverages,626,"Easy to order, loved it!",5,No,No
ORD074808,CUST1804,Swiggy Instamart,2025-10-12 13:29:30,33,Snacks,286,Packaging could be better.,3,No,No
ORD074809,CUST8123,JioMart,2025-10-12 08:29:30,24,Personal Care,508,Delivery person was rude.,2,No,Yes
ORD074812,CUST9140,Blinkit,2025-10-12 05:29:30,9,Grocery,206,Wrong item delivered.,1,No,Yes
ORD074813,CUST9619,Swiggy Instamart,2025-10-12 12:29:30,23,Grocery,1300,Delivery person was rude.,2,No,Yes
ORD074814,CUST3400,Blinkit,2025-10-12 09:29:30,44,Grocery,699,Items missing from order.,2,Yes,Yes
ORD074816,CUST5927,Swiggy Instamart,2025-10-12 22:29:30,40,Personal Care,155,Delivery person was rude.,2,No,Yes
ORD074820,CUST7342,Swiggy Instamart,2025-10-12 09:29:30,27,Beverages,684,Delivery person was rude.,2,No,Yes
ORD074825,CUST9652,Swiggy Instamart,2025-10-12 14:29:30,24,Snacks,371,"Not fresh, disappointed.",2,No,Yes
ORD074827,CUST1941,JioMart,2025-10-12 09:29:30,17,Personal Care,853,Packaging could be better.,3,No,No
ORD074828,CUST1218,Swiggy Instamart,2025-10-12 06:29:30,25,Personal Care,1106,Very satisfied with the service.,5,No,No
ORD074834,CUST2497,Swiggy Instamart,2025-10-12 01:29:30,31,Beverages,518,Quick and reliable!,5,No,No
ORD074835,CUST1646,Blinkit,2025-10-12 00:29:30,28,Snacks,100,"Very late delivery, not happy.",2,No,Yes
ORD074837,CUST1529,Swiggy Instamart,2025-10-12 14:29:30,35,Beverages,462,Items missing from order.,2,No,Yes
ORD074839,CUST2882,Blinkit,2025-10-12 21:29:30,12,Personal Care,1083,Wrong item delivered.,1,No,Yes
ORD074841,CUST7056,Swiggy Instamart,2025-10-12 22:29:30,36,Personal Care,653,Delivery person was rude.,2,No,Yes
ORD074843,CUST8612,Swiggy Instamart,2025-10-12 01:29:30,44,Dairy,626,"Easy to order, loved it!",5,Yes,No
ORD074847,CUST2887,Swiggy Instamart,2025-10-12 12:29:30,28,Personal Care,365,"Not fresh, disappointed.",2,No,Yes
ORD074849,CUST4201,JioMart,2025-10-12 10:29:30,28,Personal Care,1652,"Very late delivery, not happy.",2,No,Yes
ORD074852,CUST5204,Swiggy Instamart,2025-10-12 16:29:30,28,Fruits & Vegetables,380,"Not fresh, disappointed.",2,No,Yes
ORD074853,CUST5591,Swiggy Instamart,2025-10-12 13:29:30,32,Snacks,94,Quick and reliable!,5,No,No
ORD074854,CUST5934,JioMart,2025-10-12 04:29:30,31,Snacks,387,"Fast delivery, great service!",5,No,No
ORD074855,CUST6822,JioMart,2025-10-12 11:29:30,40,Snacks,424,Wrong item delivered.,1,No,Yes
ORD074858,CUST8118,Blinkit,2025-10-12 00:29:30,17,Fruits & Vegetables,635,Wrong item delivered.,1,No,Yes
ORD074862,CUST9649,Swiggy Instamart,2025-10-12 19:29:30,25,Snacks,256,Very satisfied with the service.,5,No,No
ORD074863,CUST9390,Blinkit,2025-10-12 23:29:30,32,Fruits & Vegetables,497,Wrong item delivered.,1,No,Yes
ORD074864,CUST2596,JioMart,2025-10-12 18:29:30,35,Snacks,350,"Not fresh, disappointed.",2,No,Yes
ORD074865,CUST6187,JioMart,2025-10-12 21:29:30,17,Snacks,470,Very satisfied with the service.,5,No,No
ORD074867,CUST4950,Swiggy Instamart,2025-10-12 23:29:30,32,Beverages,657,"Fast delivery, great service!",5,No,No
ORD074871,CUST6940,JioMart,2025-10-12 12:29:30,25,Dairy,789,Packaging could be better.,3,No,No
ORD074874,CUST3184,Swiggy Instamart,2025-10-12 17:29:30,15,Dairy,277,Items missing from order.,2,No,Yes
ORD074878,CUST9146,JioMart,2025-10-12 19:29:30,26,Beverages,887,Excellent experience!,5,No,No
ORD074882,CUST2870,Blinkit,2025-10-12 05:29:30,15,Beverages,227,"Not fresh, disappointed.",2,No,Yes
ORD074887,CUST4497,JioMart,2025-10-12 18:29:30,35,Personal Care,306,Good quality products.,4,No,No
ORD074888,CUST7775,JioMart,2025-10-12 11:29:30,18,Beverages,789,Wrong item delivered.,1,No,Yes
ORD074892,CUST5947,JioMart,2025-10-12 10:29:30,27,Dairy,705,Quick and reliable!,5,No,No
ORD074893,CUST6276,Blinkit,2025-10-12 21:29:30,39,Dairy,500,"Easy to order, loved it!",5,No,No
ORD074897,CUST5001,Swiggy Instamart,2025-10-12 15:29:30,15,Snacks,307,Delivery person was rude.,2,No,Yes
ORD074898,CUST3147,Blinkit,2025-10-12 16:29:30,16,Dairy,318,Quick and reliable!,5,No,No
ORD074899,CUST2788,JioMart,2025-10-12 13:29:30,27,Beverages,960,Very satisfied with the service.,5,No,No
ORD074900,CUST5721,Swiggy Instamart,2025-10-12 20:29:30,38,Snacks,304,Good quality products.,4,No,No
ORD074902,CUST1554,Swiggy Instamart,2025-10-12 06:29:30,32,Beverages,569,"Fast delivery, great service!",5,No,No
ORD074903,CUST5326,JioMart,2025-10-12 02:29:30,38,Dairy,650,Packaging could be better.,3,No,No
ORD074907,CUST6374,Blinkit,2025-10-12 03:29:30,38,Personal Care,1669,Delivery person was rude.,2,No,Yes
ORD074909,CUST9372,JioMart,2025-10-12 18:29:30,19,Snacks,133,Quick and reliable!,5,No,No
ORD074911,CUST4149,Swiggy Instamart,2025-10-12 15:29:30,18,Beverages,254,Packaging could be better.,3,No,No
ORD074912,CUST1244,Blinkit,2025-10-12 02:29:30,32,Snacks,77,"Very late delivery, not happy.",2,No,Yes
ORD074913,CUST8920,Swiggy Instamart,2025-10-12 12:29:30,27,Personal Care,1808,Excellent experience!,5,No,No
ORD074921,CUST4993,JioMart,2025-10-12 06:29:30,25,Fruits & Vegetables,685,Very satisfied with the service.,5,No,No
ORD074926,CUST4412,Blinkit,2025-10-12 16:29:30,21,Fruits & Vegetables,700,Wrong item delivered.,1,No,Yes
ORD074928,CUST4811,Swiggy Instamart,2025-10-12 19:29:30,19,Dairy,567,"Very late delivery, not happy.",2,No,Yes
ORD074931,CUST4197,Swiggy Instamart,2025-10-12 16:29:30,28,Grocery,575,Excellent experience!,5,No,No
ORD074932,CUST7247,Swiggy Instamart,2025-10-12 20:29:30,46,Beverages,721,"Not fresh, disappointed.",2,Yes,Yes
ORD074933,CUST1583,JioMart,2025-10-12 15:29:30,47,Snacks,494,Excellent experience!,5,Yes,No
ORD074937,CUST1863,Swiggy Instamart,2025-10-12 16:29:30,31,Personal Care,1946,Packaging could be better.,3,No,No
ORD074940,CUST2453,JioMart,2025-10-12 20:29:30,44,Snacks,144,Items missing from order.,2,Yes,Yes
ORD074941,CUST2164,Blinkit,2025-10-12 03:29:30,27,Beverages,851,Items missing from order.,2,No,Yes
ORD074943,CUST7763,Swiggy Instamart,2025-10-12 11:29:30,23,Dairy,512,Very satisfied with the service.,5,No,No
ORD074948,CUST9238,JioMart,2025-10-12 21:29:30,27,Beverages,236,"Easy to order, loved it!",5,No,No
ORD074958,CUST2271,JioMart,2025-10-12 07:29:30,42,Dairy,423,Delivery person was rude.,2,Yes,Yes
ORD074962,CUST1563,Swiggy Instamart,2025-10-12 22:29:30,33,Fruits & Vegetables,364,Wrong item delivered.,1,No,Yes
ORD074963,CUST4525,JioMart,2025-10-12 02:29:30,27,Personal Care,1582,Wrong item delivered.,1,No,Yes
ORD074964,CUST9580,Swiggy Instamart,2025-10-12 02:29:30,31,Beverages,706,Quick and reliable!,5,No,No
ORD074965,CUST8173,Swiggy Instamart,2025-10-12 03:29:30,31,Grocery,565,"Fast delivery, great service!",5,No,No
ORD074973,CUST5830,Blinkit,2025-10-12 15:29:30,25,Personal Care,754,Quick and reliable!,5,No,No
ORD074977,CUST2191,Swiggy Instamart,2025-10-12 19:29:30,40,Snacks,94,Good quality products.,4,No,No
ORD074980,CUST9521,Swiggy Instamart,2025-10-12 14:29:30,21,Beverages,849,Excellent experience!,5,No,No
ORD074981,CUST4685,JioMart,2025-10-12 10:29:30,24,Dairy,237,Packaging could be better.,3,No,No
ORD074982,CUST3565,Blinkit,2025-10-12 13:29:30,15,Fruits & Vegetables,236,Excellent experience!,5,No,No
ORD074983,CUST4070,Blinkit,2025-10-12 15:29:30,37,Personal Care,936,Packaging could be better.,3,No,No
ORD074988,CUST9304,JioMart,2025-10-12 10:29:30,29,Beverages,152,Wrong item delivered.,1,No,Yes
ORD074991,CUST2384,JioMart,2025-10-12 17:29:30,33,Dairy,316,"Horrible experience, never ordering again.",1,No,Yes
ORD074995,CUST2312,JioMart,2025-10-12 17:29:30,35,Grocery,874,"Horrible experience, never ordering again.",1,No,Yes
ORD074997,CUST4062,JioMart,2025-10-12 07:29:30,24,Snacks,111,Excellent experience!,5,No,No
ORD074998,CUST8986,Blinkit,2025-10-12 10:29:30,18,Fruits & Vegetables,483,Items missing from order.,2,No,Yes
ORD075010,CUST3013,Swiggy Instamart,2025-10-12 08:29:30,24,Beverages,666,"Not fresh, disappointed.",2,No,Yes
ORD075011,CUST3532,Swiggy Instamart,2025-10-12 15:29:30,31,Personal Care,954,"Horrible experience, never ordering again.",1,No,Yes
ORD075019,CUST6661,JioMart,2025-10-12 02:29:30,38,Dairy,521,"Easy to order, loved it!",5,No,No
ORD075020,CUST7186,Swiggy Instamart,2025-10-12 17:29:30,35,Grocery,245,Wrong item delivered.,1,No,Yes
ORD075023,CUST5685,Swiggy Instamart,2025-10-12 02:29:30,42,Fruits & Vegetables,103,Quick and reliable!,5,Yes,No
ORD075025,CUST8885,Swiggy Instamart,2025-10-12 14:29:30,40,Fruits & Vegetables,232,Items missing from order.,2,No,Yes
ORD075027,CUST9649,JioMart,2025-10-12 00:29:30,48,Personal Care,912,Good quality products.,4,Yes,No
ORD075032,CUST4533,Swiggy Instamart,2025-10-12 03:29:30,36,Snacks,176,Delivery person was rude.,2,No,Yes
ORD075047,CUST4100,Blinkit,2025-10-12 13:29:30,25,Personal Care,761,Packaging could be better.,3,No,No
ORD075050,CUST7398,Swiggy Instamart,2025-10-12 00:29:30,29,Beverages,400,Items missing from order.,2,No,Yes
ORD075055,CUST5990,Swiggy Instamart,2025-10-12 18:29:30,18,Fruits & Vegetables,70,Wrong item delivered.,1,No,Yes
ORD075056,CUST2373,JioMart,2025-10-12 07:29:30,30,Personal Care,683,"Fast delivery, great service!",5,No,No
ORD075057,CUST4238,Swiggy Instamart,2025-10-12 11:29:30,9,Dairy,671,Wrong item delivered.,1,No,Yes
ORD075059,CUST1680,Swiggy Instamart,2025-10-12 01:29:30,38,Fruits & Vegetables,441,Good quality products.,4,No,No
ORD075061,CUST8067,Swiggy Instamart,2025-10-12 18:29:30,19,Fruits & Vegetables,235,"Very late delivery, not happy.",2,No,Yes
ORD075062,CUST7088,Blinkit,2025-10-12 05:29:30,33,Dairy,513,Delivery person was rude.,2,No,Yes
ORD075066,CUST1907,Blinkit,2025-10-12 12:29:30,22,Dairy,725,Wrong item delivered.,1,No,Yes
ORD075067,CUST5297,Swiggy Instamart,2025-10-12 03:29:30,21,Personal Care,187,Quick and reliable!,5,No,No
ORD075068,CUST6829,Swiggy Instamart,2025-10-12 04:29:30,28,Snacks,401,"Horrible experience, never ordering again.",1,No,Yes
ORD075069,CUST8074,Swiggy Instamart,2025-10-12 21:29:30,32,Personal Care,1172,Packaging could be better.,3,No,No
ORD075072,CUST5584,JioMart,2025-10-12 08:29:30,21,Personal Care,264,Packaging could be better.,3,No,No
ORD075075,CUST3913,Blinkit,2025-10-12 14:29:30,32,Dairy,770,"Fast delivery, great service!",5,No,No
ORD075077,CUST4896,JioMart,2025-10-12 07:29:30,43,Dairy,589,"Fast delivery, great service!",5,Yes,No
ORD075078,CUST9653,JioMart,2025-10-12 03:29:30,31,Personal Care,442,"Fast delivery, great service!",5,No,No
ORD075079,CUST3891,JioMart,2025-10-12 01:29:30,28,Beverages,904,"Not fresh, disappointed.",2,No,Yes
ORD075082,CUST2625,JioMart,2025-10-12 08:29:30,18,Snacks,484,Excellent experience!,5,No,No
ORD075085,CUST8387,Blinkit,2025-10-12 11:29:30,15,Dairy,680,"Not fresh, disappointed.",2,No,Yes
ORD075086,CUST4039,Blinkit,2025-10-12 09:29:30,19,Dairy,451,"Easy to order, loved it!",5,No,No
ORD075090,CUST4196,Blinkit,2025-10-12 18:29:30,52,Grocery,1365,Very satisfied with the service.,5,Yes,No
ORD075091,CUST8364,Blinkit,2025-10-12 03:29:30,23,Beverages,816,"Very late delivery, not happy.",2,No,Yes
ORD075092,CUST1533,JioMart,2025-10-12 11:29:30,39,Fruits & Vegetables,324,"Easy to order, loved it!",5,No,No
ORD075095,CUST2986,Blinkit,2025-10-12 06:29:30,33,Dairy,649,Quick and reliable!,5,No,No
ORD075096,CUST2137,JioMart,2025-10-12 08:29:30,40,Beverages,501,"Fast delivery, great service!",5,No,No
ORD075099,CUST4022,Blinkit,2025-10-12 17:29:30,31,Personal Care,1928,"Fast delivery, great service!",5,No,No
ORD075100,CUST3384,Swiggy Instamart,2025-10-12 06:29:30,30,Dairy,428,"Fast delivery, great service!",5,No,No
ORD075101,CUST3557,Swiggy Instamart,2025-10-12 01:29:30,26,Dairy,122,Wrong item delivered.,1,No,Yes
ORD075103,CUST8096,JioMart,2025-10-12 05:29:30,11,Beverages,809,Delivery person was rude.,2,No,Yes
ORD075108,CUST6687,Blinkit,2025-10-12 00:29:30,36,Personal Care,995,"Horrible experience, never ordering again.",1,No,Yes
ORD075110,CUST2426,Swiggy Instamart,2025-10-12 20:29:30,25,Fruits & Vegetables,680,"Very late delivery, not happy.",2,No,Yes
ORD075111,CUST9869,Swiggy Instamart,2025-10-12 18:29:30,29,Grocery,1419,Items missing from order.,2,No,Yes
ORD075118,CUST6379,Blinkit,2025-10-12 15:29:30,16,Snacks,64,"Fast delivery, great service!",5,No,No
ORD075120,CUST4536,JioMart,2025-10-12 04:29:30,31,Personal Care,684,Items missing from order.,2,No,Yes
ORD075126,CUST9043,Blinkit,2025-10-12 10:29:30,38,Snacks,87,Excellent experience!,5,No,No
ORD075129,CUST5773,JioMart,2025-10-12 11:29:30,48,Fruits & Vegetables,698,Wrong item delivered.,1,Yes,Yes
ORD075131,CUST8249,JioMart,2025-10-12 18:29:30,24,Dairy,494,"Easy to order, loved it!",5,No,No
ORD075141,CUST3378,JioMart,2025-10-12 03:29:30,30,Grocery,435,Packaging could be better.,3,No,No
ORD075147,CUST4105,Blinkit,2025-10-12 13:29:30,16,Beverages,978,Good quality products.,4,No,No
ORD075149,CUST8844,Swiggy Instamart,2025-10-12 18:29:30,22,Beverages,962,Delivery person was rude.,2,No,Yes
ORD075153,CUST8079,Blinkit,2025-10-12 15:29:30,33,Grocery,1111,"Not fresh, disappointed.",2,No,Yes
ORD075160,CUST3035,Swiggy Instamart,2025-10-12 21:29:30,33,Beverages,728,"Very late delivery, not happy.",2,No,Yes
ORD075162,CUST7599,JioMart,2025-10-12 11:29:30,47,Dairy,266,Quick and reliable!,5,Yes,No
ORD075165,CUST6769,Blinkit,2025-10-12 20:29:30,41,Dairy,227,Excellent experience!,5,Yes,No
ORD075169,CUST8381,Swiggy Instamart,2025-10-12 18:29:30,43,Beverages,305,Very satisfied with the service.,5,Yes,No
ORD075171,CUST3633,Blinkit,2025-10-12 13:29:30,30,Snacks,445,"Horrible experience, never ordering again.",1,No,Yes
ORD075173,CUST1869,JioMart,2025-10-12 01:29:30,23,Fruits & Vegetables,258,Items missing from order.,2,No,Yes
ORD075174,CUST4678,Blinkit,2025-10-12 19:29:30,35,Grocery,1235,Items missing from order.,2,No,Yes
ORD075179,CUST3260,Blinkit,2025-10-12 22:29:30,19,Personal Care,426,"Horrible experience, never ordering again.",1,No,Yes
ORD075185,CUST9026,JioMart,2025-10-12 03:29:30,30,Dairy,259,Very satisfied with the service.,5,No,No
ORD075186,CUST1549,JioMart,2025-10-12 17:29:30,30,Snacks,394,"Fast delivery, great service!",5,No,No
ORD075189,CUST5746,Swiggy Instamart,2025-10-12 06:29:30,16,Grocery,659,"Horrible experience, never ordering again.",1,No,Yes
ORD075190,CUST9133,Swiggy Instamart,2025-10-12 17:29:30,27,Fruits & Vegetables,682,Wrong item delivered.,1,No,Yes
ORD075191,CUST9915,Blinkit,2025-10-12 21:29:30,23,Personal Care,245,Very satisfied with the service.,5,No,No
ORD075192,CUST8691,JioMart,2025-10-12 01:29:30,32,Grocery,470,Excellent experience!,5,No,No
ORD075194,CUST8799,Swiggy Instamart,2025-10-12 03:29:30,50,Dairy,629,Excellent experience!,5,Yes,No
ORD075196,CUST9362,Swiggy Instamart,2025-10-12 15:29:30,41,Dairy,172,"Very late delivery, not happy.",2,Yes,Yes
ORD075198,CUST7121,JioMart,2025-10-12 10:29:30,39,Grocery,570,"Not fresh, disappointed.",2,No,Yes
ORD075199,CUST3222,JioMart,2025-10-12 07:29:30,33,Dairy,163,"Very late delivery, not happy.",2,No,Yes
ORD075201,CUST8584,Swiggy Instamart,2025-10-12 11:29:30,22,Personal Care,1670,Excellent experience!,5,No,No
ORD075208,CUST1920,Blinkit,2025-10-12 04:29:30,28,Grocery,1003,Items missing from order.,2,No,Yes
ORD075209,CUST2308,JioMart,2025-10-12 09:29:30,22,Personal Care,134,"Fast delivery, great service!",5,No,No
ORD075214,CUST3124,Swiggy Instamart,2025-10-12 14:29:30,12,Dairy,214,Items missing from order.,2,No,Yes
ORD075216,CUST9428,Blinkit,2025-10-12 09:29:30,7,Beverages,674,Good quality products.,4,No,No
ORD075218,CUST1848,Blinkit,2025-10-12 05:29:30,27,Beverages,305,"Fast delivery, great service!",5,No,No
ORD075221,CUST2832,JioMart,2025-10-12 15:29:30,39,Beverages,507,"Fast delivery, great service!",5,No,No
ORD075223,CUST9122,JioMart,2025-10-12 18:29:30,22,Grocery,566,Packaging could be better.,3,No,No
ORD075225,CUST9030,Blinkit,2025-10-12 07:29:30,20,Grocery,684,"Fast delivery, great service!",5,No,No
ORD075228,CUST7593,Blinkit,2025-10-12 02:29:30,27,Beverages,402,Delivery person was rude.,2,No,Yes
ORD075230,CUST1832,JioMart,2025-10-12 20:29:30,35,Beverages,761,Packaging could be better.,3,No,No
ORD075231,CUST7637,JioMart,2025-10-12 08:29:30,36,Dairy,300,Very satisfied with the service.,5,No,No
ORD075232,CUST5366,JioMart,2025-10-12 06:29:30,30,Beverages,784,Very satisfied with the service.,5,No,No
ORD075236,CUST9863,Blinkit,2025-10-12 10:29:30,38,Snacks,420,"Very late delivery, not happy.",2,No,Yes
ORD075238,CUST6112,Blinkit,2025-10-12 12:29:30,27,Fruits & Vegetables,572,"Easy to order, loved it!",5,No,No
ORD075244,CUST5465,JioMart,2025-10-12 00:29:30,45,Dairy,196,Delivery person was rude.,2,Yes,Yes
ORD075246,CUST9374,Blinkit,2025-10-12 13:29:30,20,Grocery,1486,Very satisfied with the service.,5,No,No
ORD075248,CUST5774,Swiggy Instamart,2025-10-12 13:29:30,40,Grocery,718,Wrong item delivered.,1,No,Yes
ORD075249,CUST6800,Blinkit,2025-10-12 16:29:30,24,Snacks,288,"Very late delivery, not happy.",2,No,Yes
ORD075255,CUST2745,Swiggy Instamart,2025-10-12 23:29:30,29,Beverages,803,Very satisfied with the service.,5,No,No
ORD075257,CUST7830,JioMart,2025-10-12 15:29:30,9,Grocery,983,Delivery person was rude.,2,No,Yes
ORD075263,CUST8284,JioMart,2025-10-12 13:29:30,36,Snacks,456,"Horrible experience, never ordering again.",1,No,Yes
ORD075268,CUST3817,JioMart,2025-10-12 09:29:30,25,Dairy,160,Delivery person was rude.,2,No,Yes
ORD075272,CUST8637,Swiggy Instamart,2025-10-12 14:29:30,12,Dairy,541,"Very late delivery, not happy.",2,No,Yes
ORD075275,CUST3990,Blinkit,2025-10-12 21:29:30,41,Personal Care,1385,Items missing from order.,2,Yes,Yes
ORD075276,CUST2451,Swiggy Instamart,2025-10-12 20:29:30,20,Dairy,164,Items missing from order.,2,No,Yes
ORD075278,CUST3479,Swiggy Instamart,2025-10-12 15:29:30,6,Snacks,486,Delivery person was rude.,2,No,Yes
ORD075279,CUST7223,Swiggy Instamart,2025-10-12 04:29:30,33,Beverages,384,Wrong item delivered.,1,No,Yes
ORD075282,CUST7756,JioMart,2025-10-12 15:29:30,33,Dairy,708,"Horrible experience, never ordering again.",1,No,Yes
ORD075285,CUST1391,Blinkit,2025-10-12 03:29:30,19,Snacks,418,Items missing from order.,2,No,Yes
ORD075289,CUST6338,JioMart,2025-10-12 17:29:30,38,Personal Care,1368,Excellent experience!,5,No,No
ORD075291,CUST6585,Swiggy Instamart,2025-10-12 22:29:30,20,Personal Care,684,"Horrible experience, never ordering again.",1,No,Yes
ORD075294,CUST8943,Blinkit,2025-10-12 00:29:30,29,Personal Care,266,"Not fresh, disappointed.",2,No,Yes
ORD075298,CUST7017,Blinkit,2025-10-12 22:29:30,30,Personal Care,457,Excellent experience!,5,No,No
ORD075299,CUST7169,Blinkit,2025-10-12 09:29:30,41,Fruits & Vegetables,298,"Very late delivery, not happy.",2,Yes,Yes
ORD075301,CUST4007,Blinkit,2025-10-12 14:29:30,5,Personal Care,1928,Packaging could be better.,3,No,No
ORD075304,CUST5959,JioMart,2025-10-12 16:29:30,29,Beverages,883,Very satisfied with the service.,5,No,No
ORD075305,CUST3893,Swiggy Instamart,2025-10-12 11:29:30,28,Dairy,691,"Horrible experience, never ordering again.",1,No,Yes
ORD075309,CUST6891,Blinkit,2025-10-12 20:29:30,28,Fruits & Vegetables,436,Delivery person was rude.,2,No,Yes
ORD075312,CUST9518,Blinkit,2025-10-12 19:29:30,28,Personal Care,584,Items missing from order.,2,No,Yes
